108 339 348 57 665 328
91 339 355 41 665 313
172 385 298 218 765 171
172 386 305 231 764 157
172 385 312 244 765 144
156 442 315 222 874 138
153 443 328 229 879 151
145 468 325 222 924 137
146 457 336 232 900 166
141 475 327 229 937 152
143 468 333 237 922 166
144 469 334 242 925 170
139 486 316 234 959 135
139 491 317 235 969 134
139 485 334 234 956 163
139 489 337 234 965 157
140 493 341 234 973 149
165 264 393 282 512 237
156 278 397 263 539 231
157 272 400 261 527 229
146 292 402 235 567 219
144 296 405 223 575 214
147 294 407 221 572 209
155 322 410 225 627 204
217 337 409 334 658 206
243 340 405 369 665 214
232 356 399 326 696 225
240 357 394 319 701 237
239 363 394 293 713 255
245 355 403 277 697 290
251 345 413 265 674 325
224 388 377 239 760 269
180 464 374 172 912 275
184 472 372 160 928 279
194 472 371 156 926 281
197 476 371 150 935 282
201 476 371 149 935 282
193 484 372 129 951 280
230 473 374 197 929 280
229 471 376 185 924 280
249 460 374 211 900 275
250 456 376 203 895 275
249 461 377 205 904 272
249 465 378 204 912 270
209 484 378 127 951 268
208 484 378 124 951 268
207 484 377 120 951 269
203 484 377 112 951 270
210 476 376 124 936 272
206 475 374 117 937 276
204 471 373 111 929 278
235 395 371 170 777 282
236 396 369 168 778 285
237 397 368 166 780 288
239 396 367 161 779 290
241 398 365 157 780 293
241 401 364 158 788 295
239 405 363 162 796 297
235 406 362 170 799 299
232 409 361 176 804 302
230 409 359 181 806 305
232 403 358 192 794 310
232 403 356 192 793 315
249 387 354 206 761 320
248 388 354 207 763 332
252 387 347 216 761 330
264 372 348 240 732 344
266 371 341 249 730 341
278 355 342 275 697 348
288 336 347 296 672 361
290 339 340 306 665 344
264 387 306 259 762 267
259 393 299 250 781 241
267 384 301 266 768 229
266 387 300 271 762 208
265 391 298 270 762 187
267 388 285 272 760 198
265 390 266 269 760 219
267 390 254 273 756 218
267 389 238 273 757 228
262 389 232 263 757 239
266 389 218 269 757 235
266 392 200 267 762 239
268 389 186 271 758 237
266 389 177 267 759 237
261 389 169 257 759 237
266 389 153 268 758 209
260 389 153 259 759 206
202 489 159 147 957 193
201 485 157 146 950 197
195 487 155 138 954 202
192 487 148 136 954 216
192 476 142 143 944 227
188 474 135 143 928 241
249 389 86 269 761 164
249 388 80 270 759 159
248 388 74 272 759 149
183 500 97 150 983 189
189 492 99 170 967 187
186 491 101 171 965 181
186 489 104 171 960 175
211 457 83 217 897 122
